test_row,message,label,cleaned_message,prediction,error_type
546,DANG KY TAI KHOAN NAP DAU 50 NHAN 50 nk99hv.com,1,dang ky tai khoan nap dau 50 nhan 50 nk99hv com,0,FN
548,Dang ky nhan thuong ngay [MONEY]! https://hi593.com,1,dang ky nhan thuong ngay __money__ __url__,0,FN
556,"[QC]QK du dieu kien vay tieu dung den [MONEY] VND, ls uu dai tu EASY CREDIT (EVN Finance). Soan Y gui [NUMBER] de DK vay va dong y cho MobiFone chia se tt thue bao de ho tro tham dinh khoan vay.Tu choi quang cao tu EASY CREDIT, soan TC EASY CREDIT gui [NUMBER].",1,qc qk du dieu kien vay tieu dung den __money__ vnd ls uu dai tu easy credit evn finance soan y gui __number__ de dk vay va dong y cho mobifone chia se tt thue bao de ho tro tham dinh khoan vay tu choi quang cao tu easy credit soan tc easy credit gui __number__,0,FN
557,Anh Chi Oi: (rKYVFnOi). E Nhan [NAME] l/Xe. CMND. Can Cuoc. Bang Dai Hoc. THPT. Cao Dang. Nhan Hang thu Tien. E: [NUMBER]. Xin cam on!,1,anh chi oi rkyvfnoi e nhan name l xe cmnd can cuoc bang dai hoc thpt cao dang nhan hang thu tien e __number__ xin cam on,0,FN
563,"CANH CAO LAN CUOI Can Cu Theo BO HINH SU Khoan 1, Dieu 139-141 dua tren Quyet Dinh [NUMBER]/[NUMBER]-TTCP ""HANH VI LUA DAO CHIEM DOAT TAI SAN"" Doi tuong [NAME] [DATE]. CO TINH TRI HOAN keo dai thoi gian THANH TOAN NO.
Truoc [TIME] ngay hom nay van chua ra xu ly khoan vay, Ngan Hang chinh thuc gui HO SO ben Thu Ba Xu Ly.",1,canh cao lan cuoi can cu theo bo hinh su khoan 1 dieu 139 141 dua tren quyet dinh __number__ __number__ ttcp hanh vi lua dao chiem doat tai san doi tuong name __date__ co tinh tri hoan keo dai thoi gian thanh toan no truoc __time__ ngay hom nay van chua ra xu ly khoan vay ngan hang chinh thuc gui ho so ben thu ba xu ly,0,FN
564,"AN NINH NGAN HANG Thong bao: Can cu vao hop dong tra gop cua Ong/Ba: [NAME] Sinh ngay [DATE] co tinh khong hop tac. Ho so Ong/Ba chinh thuc bi lap bien ban thanh ly truoc han va ban giao cho BO [NAME] ΝΟ XAU truc tiep xu ly trong vong [TIME]. Vui long thanh toan GAP trong ngay. Sau thoi gian tren van chua hoan tat khoan vay, hop dong chinh thuc BI NIEM PHONG, TIEN HANH THANH LY va BOI THUONG. Dua theo can cu ghi nhan CHIEM DOAT TAI SAN NGAN HANG se tien hanh xu ly dung quy dinh phap luat.Tran trong.!",1,an ninh ngan hang thong bao can cu vao hop dong tra gop cua ong ba name sinh ngay __date__ co tinh khong hop tac ho so ong ba chinh thuc bi lap bien ban thanh ly truoc han va ban giao cho bo name νο xau truc tiep xu ly trong vong __time__ vui long thanh toan gap trong ngay sau thoi gian tren van chua hoan tat khoan vay hop dong chinh thuc bi niem phong tien hanh thanh ly va boi thuong dua theo can cu ghi nhan chiem doat tai san ngan hang se tien hanh xu ly dung quy dinh phap luat tran trong,0,FN
565,Qua cong tac dieu tra tim kiem tai dia phuong chung toi da co du dieu kien va co so de nho Cong An vao cuoc ho tro dieu tra trong qua trinh lien he Ong/Ba [NAME] [DATE] va nguoi than lien tuc/tat nguon khoa may tron tranh nghia vu thanh toan. Yeu cau Ong/Ba cung nhung nguoi lien quan khong roi khoi dia phuong BEN TRE trong vong [TIME] (tinh tu khi nhan duoc thong bao) de lam viec truc tiep voi dai dien TO CHUC TIN DUNG ve viec cham dut va boi thuong cho ben NH. Tran trong!.,1,qua cong tac dieu tra tim kiem tai dia phuong chung toi da co du dieu kien va co so de nho cong an vao cuoc ho tro dieu tra trong qua trinh lien he ong ba name __date__ va nguoi than lien tuc tat nguon khoa may tron tranh nghia vu thanh toan yeu cau ong ba cung nhung nguoi lien quan khong roi khoi dia phuong ben tre trong vong __time__ tinh tu khi nhan duoc thong bao de lam viec truc tiep voi dai dien to chuc tin dung ve viec cham dut va boi thuong cho ben nh tran trong,0,FN
566,PHONG DIEU TRA TIN DUNG Canh Bao. Ho so tin dung [NAME] [DATE] co dau hieu [NAME] -CHIEM DOAT TAI SAN theo dieu 175 BLHS_100/[NUMBER]/QH13. De nghi ong ba thanh toan GAP so no qua han. Sau thoi gian tren chung toi se hoan tat thu tuc phap ly chuyen cho Co Quan Chuc Nang dieu tra xu ly. Tran trong!,1,phong dieu tra tin dung canh bao ho so tin dung name __date__ co dau hieu name chiem doat tai san theo dieu 175 blhs_100 __number__ qh13 de nghi ong ba thanh toan gap so no qua han sau thoi gian tren chung toi se hoan tat thu tuc phap ly chuyen cho co quan chuc nang dieu tra xu ly tran trong,0,FN
571,"Thong bao cuoi! Tai khoan con thuong chua nhan: [MONEY] + 59 luot quay mien phi. Chi con [TIME]. Xem ngay: 
https://vie999.com/index?id= [NUMBER]",1,thong bao cuoi tai khoan con thuong chua nhan __money__ 59 luot quay mien phi chi con __time__ xem ngay __url__ __number__,0,FN
574,VP: Diem Diamond cua quy khach dang sap het han. Vui long doi diem tai diem- diamond-vp-bank.com,1,vp diem diamond cua quy khach dang sap het han vui long doi diem tai diem diamond vp bank com,0,FN
576,VP: Điểm Diamond sắp đến hạn. Truy cập vp-diamond-vn-diem.com,1,vp điểm diamond sắp đến hạn truy cập vp diamond vn diem com,0,FN
578,"Em Ye Quach Duc Giang Fifa World Cup [NUMBER] Thoi Gian Dang Ky Nhan [MONEY] Cua Quy Khach Sap Het Han, Truy Cap Ngay Qh88-vip.biz",1,em ye quach duc giang fifa world cup __number__ thoi gian dang ky nhan __money__ cua quy khach sap het han truy cap ngay qh88 vip biz,0,FN
580,Soi Dong Cung WorldCup [NUMBER]. Tai App Va Dang Ki Tang Mien Phi [MONEY]: https://v8abwc.com/0xe,1,soi dong cung worldcup __number__ tai app va dang ki tang mien phi __money__ __url__,0,FN
581,VCB: Quy khach con diem Priority sap het han. Hay quy doi ngay tai vcbankpriority.com de tiep tuc tan huong quyen loi.,1,vcb quy khach con diem priority sap het han hay quy doi ngay tai vcbankpriority com de tiep tuc tan huong quyen loi,0,FN
582,"Chung toi da nhieu lan co gang lien lac voi ban! Ban co [MONEY] + 59 vong quay, thoi han chi con [TIME]. https://a8858.com/index?id=[NUMBER]",1,chung toi da nhieu lan co gang lien lac voi ban ban co __money__ 59 vong quay thoi han chi con __time__ __url__ __number__,0,FN
584,Kinh gui nguoi dung VietinBank. Do nang cap he thong nen tang. Vui long xaс minh thong tin kip thoi tai https://www.vnietinbank.com de tranh anh huong den qua trinh su dung.,1,kinh gui nguoi dung vietinbank do nang cap he thong nen tang vui long xaс minh thong tin kip thoi tai __url__ de tranh anh huong den qua trinh su dung,0,FN
586,"ACB Online: Thong bao gan day tai 
khoan ngan hang hay bi toi pham cong nghe danh cap de rua tien,vui long khac hang cap nhap lai thong tai khoan de bao mat, neu khong cap nhap lai tai khoan cua ban se bi khoa trong [TIME]. Thong tin chi tiet 
https://acb-online.cc",1,acb online thong bao gan day tai khoan ngan hang hay bi toi pham cong nghe danh cap de rua tien vui long khac hang cap nhap lai thong tai khoan de bao mat neu khong cap nhap lai tai khoan cua ban se bi khoa trong __time__ thong tin chi tiet __url__,0,FN
587,"drume SM88 Dang ky ngay, nhan [MONEY] Tai: Y1XQ.Koqaz.com",1,drume sm88 dang ky ngay nhan __money__ tai y1xq koqaz com,0,FN
588,zLhFVQCDieunIkJyezlEnbeJOU.>.> .>385!!2<-<-<-hNjOOwWVrMyUxCoKMaV,1,zlhfvqcdieunikjyezlenbejou 385 2 hnjoowwvrmyuxcokmav,0,FN
589,"eYSdVQuEPkdviXwuiKRufvEUrm.>. >.>348!!8<-<-<- 
yAVshTMMqCIwUTzRbxnYhzrBEM",1,eysdvquepkdvixwuikrufveurm 348 8 yavshtmmqciwutzrbxnyhzrbem,0,FN
590,UemVZeLOhgMLCvWpGIEoFlkvdc. >.>.>852!!9<-<-<-VOECJIqgkuSYCYnnBkLsQyWedKQbp,1,uemvzelohgmlcvwpgieoflkvdc 852 9 voecjiqgkusycynnbklsqywedkqbp,0,FN
591,NOFpXwwrjZtPuEQBkmGwACNJir.> .>.>898!!4<-<-<-vwcVjsAbpzxilYCyVlowSBERDIEOt,1,nofpxwwrjztpueqbkmgwacnjir 898 4 vwcvjsabpzxilycyvlowsberdieot,0,FN
592,"Chao Don WorldCup [NUMBER], Tang Tan Thu Hau Bao Khung Khi Dang Ky: https://c.v8ab11.com Nap Dau [MONEY] Tang [MONEY], Nap [MONEY] Tang [MONEY].",1,chao don worldcup __number__ tang tan thu hau bao khung khi dang ky __url__ nap dau __money__ tang __money__ nap __money__ tang __money__,0,FN
593,DuAZjMSxLQeePthAORHkYoatRI.>. >.>751!!325<-<-<-gdGbGCChLQaKBQrhhmoHaHp,1,duazjmsxlqeepthaorhkyoatri 751 325 gdgbgcchlqakbqrhhmohahp,0,FN
594,LzkgzhpQBDjfuwJuDDZiGleLmU.>. >.>366!!446<-<-<-SauknvutUdkKENUliSwe,1,lzkgzhpqbdjfuwjuddziglelmu 366 446 sauknvutudkkenuliswe,0,FN
595,Dang Ky Ngay Tang Ban Ma Code [MONEY] [leotfooqcdyo] Tham Gia Ngay: IDEbpy.Bidvux.com,1,dang ky ngay tang ban ma code __money__ leotfooqcdyo tham gia ngay idebpy bidvux com,0,FN
